sep=,
"Time","Kalman Humi1"
2021-11-23 12:45:00,57.4 %H
2021-11-23 12:48:00,57.4 %H
2021-11-23 12:51:00,57.4 %H
2021-11-23 12:54:00,57.4 %H
2021-11-23 12:57:00,57.4 %H
2021-11-23 13:00:00,57.4 %H
2021-11-23 13:03:00,57.4 %H
2021-11-23 13:06:00,57.4 %H
2021-11-23 13:09:00,57.4 %H
2021-11-23 13:12:00,57.4 %H
2021-11-23 13:15:00,57.4 %H
2021-11-23 13:18:00,57.4 %H
2021-11-23 13:21:00,57.4 %H
2021-11-23 13:24:00,57.4 %H
2021-11-23 13:27:00,57.4 %H
2021-11-23 13:30:00,57.4 %H
2021-11-23 13:33:00,57.4 %H
2021-11-23 13:36:00,57.4 %H
2021-11-23 13:39:00,57.4 %H
2021-11-23 13:42:00,57.4 %H
2021-11-23 13:45:00,57.4 %H
2021-11-23 13:48:00,57.4 %H
2021-11-23 13:51:00,57.4 %H
2021-11-23 13:54:00,57.4 %H
2021-11-23 13:57:00,57.4 %H
2021-11-23 14:00:00,57.5 %H
2021-11-23 14:03:00,57.5 %H
2021-11-23 14:06:00,57.5 %H
2021-11-23 14:09:00,57.5 %H
2021-11-23 14:12:00,57.5 %H
2021-11-23 14:15:00,57.5 %H
2021-11-23 14:18:00,57.5 %H
2021-11-23 14:21:00,57.5 %H
2021-11-23 14:24:00,57.5 %H
2021-11-23 14:27:00,57.5 %H
2021-11-23 14:30:00,57.5 %H
2021-11-23 14:33:00,57.5 %H
2021-11-23 14:36:00,57.5 %H
2021-11-23 14:39:00,57.5 %H
2021-11-23 14:42:00,57.5 %H
2021-11-23 14:45:00,57.5 %H
2021-11-23 14:48:00,57.5 %H
2021-11-23 14:51:00,57.5 %H
2021-11-23 14:54:00,57.5 %H
2021-11-23 14:57:00,57.5 %H
2021-11-23 15:00:00,57.5 %H
2021-11-23 15:03:00,57.5 %H
2021-11-23 15:06:00,57.5 %H
2021-11-23 15:09:00,57.5 %H
2021-11-23 15:12:00,57.5 %H
2021-11-23 15:15:00,57.5 %H
2021-11-23 15:18:00,57.5 %H
2021-11-23 15:21:00,57.5 %H
2021-11-23 15:24:00,57.4 %H
2021-11-23 15:27:00,57.4 %H
2021-11-23 15:30:00,57.4 %H
2021-11-23 15:33:00,57.4 %H
2021-11-23 15:36:00,57.4 %H
2021-11-23 15:39:00,57.4 %H
2021-11-23 15:42:00,57.4 %H
2021-11-23 15:45:00,57.4 %H
2021-11-23 15:48:00,57.4 %H
2021-11-23 15:51:00,57.4 %H
2021-11-23 15:54:00,57.4 %H
2021-11-23 15:57:00,57.4 %H
2021-11-23 16:00:00,57.4 %H
2021-11-23 16:03:00,57.4 %H
2021-11-23 16:06:00,57.4 %H
2021-11-23 16:09:00,57.4 %H
2021-11-23 16:12:00,57.4 %H
2021-11-23 16:15:00,57.4 %H
2021-11-23 16:18:00,57.4 %H
2021-11-23 16:21:00,57.4 %H
2021-11-23 16:24:00,57.4 %H
2021-11-23 16:27:00,57.4 %H
2021-11-23 16:30:00,57.4 %H
2021-11-23 16:33:00,57.4 %H
2021-11-23 16:36:00,57.4 %H
2021-11-23 16:39:00,57.4 %H
2021-11-23 16:42:00,57.4 %H
2021-11-23 16:45:00,57.4 %H
2021-11-23 16:48:00,57.4 %H
2021-11-23 16:51:00,57.4 %H
2021-11-23 16:54:00,57.4 %H
2021-11-23 16:57:00,57.4 %H
2021-11-23 17:00:00,57.4 %H
2021-11-23 17:03:00,57.3 %H
2021-11-23 17:06:00,57.3 %H
2021-11-23 17:09:00,57.3 %H
2021-11-23 17:12:00,57.3 %H
2021-11-23 17:15:00,57.3 %H
2021-11-23 17:18:00,57.3 %H
2021-11-23 17:21:00,57.3 %H
2021-11-23 17:24:00,57.3 %H
2021-11-23 17:27:00,57.3 %H
2021-11-23 17:30:00,57.3 %H
2021-11-23 17:33:00,57.3 %H
2021-11-23 17:36:00,57.3 %H
2021-11-23 17:39:00,57.3 %H
2021-11-23 17:42:00,57.3 %H
2021-11-23 17:45:00,57.3 %H
2021-11-23 17:48:00,57.3 %H
2021-11-23 17:51:00,57.3 %H
2021-11-23 17:54:00,57.3 %H
2021-11-23 17:57:00,57.3 %H
2021-11-23 18:00:00,57.3 %H
2021-11-23 18:03:00,57.3 %H
2021-11-23 18:06:00,57.3 %H
2021-11-23 18:09:00,57.2 %H
2021-11-23 18:12:00,57.2 %H
2021-11-23 18:15:00,57.2 %H
2021-11-23 18:18:00,57.2 %H
2021-11-23 18:21:00,57.2 %H
2021-11-23 18:24:00,57.2 %H
2021-11-23 18:27:00,57.2 %H
2021-11-23 18:30:00,57.2 %H
2021-11-23 18:33:00,57.2 %H
2021-11-23 18:36:00,57.2 %H
2021-11-23 18:39:00,57.2 %H
2021-11-23 18:42:00,57.2 %H
2021-11-23 18:45:00,57.2 %H
2021-11-23 18:48:00,57.2 %H
2021-11-23 18:51:00,57.2 %H
2021-11-23 18:54:00,57.2 %H
2021-11-23 18:57:00,57.2 %H
2021-11-23 19:00:00,57.2 %H
2021-11-23 19:03:00,57.2 %H
2021-11-23 19:06:00,57.2 %H
2021-11-23 19:09:00,57.2 %H
2021-11-23 19:12:00,57.2 %H
2021-11-23 19:15:00,57.2 %H
2021-11-23 19:18:00,57.1 %H
2021-11-23 19:21:00,57.1 %H
2021-11-23 19:24:00,57.1 %H
2021-11-23 19:27:00,57.1 %H
2021-11-23 19:30:00,57.1 %H
2021-11-23 19:33:00,57.1 %H
2021-11-23 19:36:00,57.1 %H
2021-11-23 19:39:00,57.1 %H
2021-11-23 19:42:00,57.1 %H
2021-11-23 19:45:00,57.1 %H
2021-11-23 19:48:00,57.1 %H
2021-11-23 19:51:00,57.1 %H
2021-11-23 19:54:00,57.1 %H
2021-11-23 19:57:00,57.1 %H
2021-11-23 20:00:00,57.1 %H
2021-11-23 20:03:00,57.1 %H
2021-11-23 20:06:00,57.1 %H
2021-11-23 20:09:00,57.1 %H
2021-11-23 20:12:00,57.1 %H
2021-11-23 20:15:00,57.1 %H
2021-11-23 20:18:00,57.1 %H
2021-11-23 20:21:00,57.1 %H
2021-11-23 20:24:00,57.1 %H
2021-11-23 20:27:00,57.1 %H
2021-11-23 20:30:00,57.1 %H
2021-11-23 20:33:00,57.1 %H
2021-11-23 20:36:00,57.1 %H
2021-11-23 20:39:00,57.1 %H
2021-11-23 20:42:00,57.1 %H
2021-11-23 20:45:00,57.1 %H
2021-11-23 20:48:00,57.1 %H
2021-11-23 20:51:00,57.1 %H
2021-11-23 20:54:00,56 %H
2021-11-23 20:57:00,56 %H
2021-11-23 21:00:00,56.2 %H
2021-11-23 21:03:00,56.4 %H
2021-11-23 21:06:00,56.5 %H
2021-11-23 21:09:00,56.5 %H
2021-11-23 21:12:00,56.4 %H
2021-11-23 21:15:00,56.4 %H
2021-11-23 21:18:00,56.5 %H
2021-11-23 21:21:00,56.5 %H
2021-11-23 21:24:00,56.5 %H
2021-11-23 21:27:00,56.6 %H
2021-11-23 21:30:00,56.6 %H
2021-11-23 21:33:00,56.6 %H
2021-11-23 21:36:00,56.7 %H
2021-11-23 21:39:00,56.7 %H
2021-11-23 21:42:00,56.7 %H
2021-11-23 21:45:00,56.7 %H
2021-11-23 21:48:00,56.7 %H
2021-11-23 21:51:00,56.8 %H
2021-11-23 21:54:00,56.8 %H
2021-11-23 21:57:00,56.8 %H
2021-11-23 22:00:00,56.8 %H
2021-11-23 22:03:00,56.8 %H
2021-11-23 22:06:00,56.8 %H
2021-11-23 22:09:00,56.8 %H
2021-11-23 22:12:00,56.8 %H
2021-11-23 22:15:00,56.8 %H
2021-11-23 22:18:00,56.8 %H
2021-11-23 22:21:00,56.9 %H
2021-11-23 22:24:00,56.9 %H
2021-11-23 22:27:00,57.0 %H
2021-11-23 22:30:00,57.0 %H
2021-11-23 22:33:00,57.0 %H
2021-11-23 22:36:00,57.0 %H
2021-11-23 22:39:00,57.1 %H
2021-11-23 22:42:00,57.1 %H
2021-11-23 22:45:00,57.1 %H
2021-11-23 22:48:00,57.1 %H
2021-11-23 22:51:00,57.1 %H
2021-11-23 22:54:00,57.1 %H
2021-11-23 22:57:00,57.2 %H
2021-11-23 23:00:00,57.2 %H
2021-11-23 23:03:00,57.2 %H
2021-11-23 23:06:00,57.2 %H
2021-11-23 23:09:00,57.2 %H
2021-11-23 23:12:00,57.3 %H
2021-11-23 23:15:00,57.3 %H
2021-11-23 23:18:00,57.3 %H
2021-11-23 23:21:00,57.3 %H
2021-11-23 23:24:00,57.4 %H
2021-11-23 23:27:00,57.4 %H
2021-11-23 23:30:00,57.4 %H
2021-11-23 23:33:00,57.5 %H
2021-11-23 23:36:00,57.5 %H
2021-11-23 23:39:00,57.5 %H
2021-11-23 23:42:00,57.5 %H
2021-11-23 23:45:00,57.6 %H
2021-11-23 23:48:00,57.6 %H
2021-11-23 23:51:00,57.6 %H
2021-11-23 23:54:00,57.6 %H
2021-11-23 23:57:00,57.6 %H
2021-11-24 00:00:00,57.7 %H
2021-11-24 00:03:00,57.7 %H
2021-11-24 00:06:00,57.7 %H
2021-11-24 00:09:00,57.7 %H
2021-11-24 00:12:00,57.8 %H
2021-11-24 00:15:00,57.8 %H
2021-11-24 00:18:00,57.8 %H
2021-11-24 00:21:00,57.8 %H
2021-11-24 00:24:00,57.8 %H
2021-11-24 00:27:00,57.9 %H
2021-11-24 00:30:00,57.9 %H
2021-11-24 00:33:00,57.9 %H
2021-11-24 00:36:00,58.0 %H
2021-11-24 00:39:00,58.0 %H
2021-11-24 00:42:00,58.1 %H
2021-11-24 00:45:00,58.1 %H
2021-11-24 00:48:00,58.2 %H
2021-11-24 00:51:00,58.2 %H
2021-11-24 00:54:00,58.3 %H
2021-11-24 00:57:00,58.3 %H
2021-11-24 01:00:00,58.3 %H
2021-11-24 01:03:00,58.4 %H
2021-11-24 01:06:00,58.4 %H
2021-11-24 01:09:00,58.5 %H
2021-11-24 01:12:00,58.5 %H
2021-11-24 01:15:00,58.5 %H
2021-11-24 01:18:00,58.6 %H
2021-11-24 01:21:00,58.6 %H
2021-11-24 01:24:00,58.7 %H
2021-11-24 01:27:00,58.7 %H
2021-11-24 01:30:00,58.7 %H
2021-11-24 01:33:00,58.8 %H
2021-11-24 01:36:00,58.8 %H
2021-11-24 01:39:00,58.8 %H
2021-11-24 01:42:00,58.9 %H
2021-11-24 01:45:00,58.9 %H
2021-11-24 01:48:00,58.9 %H
2021-11-24 01:51:00,58.9 %H
2021-11-24 01:54:00,58.9 %H
2021-11-24 01:57:00,59.0 %H
2021-11-24 02:00:00,59.0 %H
2021-11-24 02:03:00,59.0 %H
2021-11-24 02:06:00,59.0 %H
2021-11-24 02:09:00,59.0 %H
2021-11-24 02:12:00,59.1 %H
2021-11-24 02:15:00,59.1 %H
2021-11-24 02:18:00,59.1 %H
2021-11-24 02:21:00,59.1 %H
2021-11-24 02:24:00,59.1 %H
2021-11-24 02:27:00,59.1 %H
2021-11-24 02:30:00,59.2 %H
2021-11-24 02:33:00,59.2 %H
2021-11-24 02:36:00,59.2 %H
2021-11-24 02:39:00,59.2 %H
2021-11-24 02:42:00,59.2 %H
2021-11-24 02:45:00,59.2 %H
2021-11-24 02:48:00,59.2 %H
2021-11-24 02:51:00,59.2 %H
2021-11-24 02:54:00,59.2 %H
2021-11-24 02:57:00,59.2 %H
2021-11-24 03:00:00,59.2 %H
2021-11-24 03:03:00,59.2 %H
2021-11-24 03:06:00,59.2 %H
2021-11-24 03:09:00,59.2 %H
2021-11-24 03:12:00,59.2 %H
2021-11-24 03:15:00,59.2 %H
2021-11-24 03:18:00,59.2 %H
2021-11-24 03:21:00,59.2 %H
2021-11-24 03:24:00,59.2 %H
2021-11-24 03:27:00,59.2 %H
2021-11-24 03:30:00,59.2 %H
2021-11-24 03:33:00,59.2 %H
2021-11-24 03:36:00,59.2 %H
2021-11-24 03:39:00,59.2 %H
2021-11-24 03:42:00,59.2 %H
2021-11-24 03:45:00,59.2 %H
2021-11-24 03:48:00,59.2 %H
2021-11-24 03:51:00,59.2 %H
2021-11-24 03:54:00,59.3 %H
2021-11-24 03:57:00,59.3 %H
2021-11-24 04:00:00,59.3 %H
2021-11-24 04:03:00,59.3 %H
2021-11-24 04:06:00,59.4 %H
2021-11-24 04:09:00,59.4 %H
2021-11-24 04:12:00,59.5 %H
2021-11-24 04:15:00,59.6 %H
2021-11-24 04:18:00,59.6 %H
2021-11-24 04:21:00,59.7 %H
2021-11-24 04:24:00,59.8 %H
2021-11-24 04:27:00,59.9 %H
2021-11-24 04:30:00,59.9 %H
2021-11-24 04:33:00,60.0 %H
2021-11-24 04:36:00,60.0 %H
2021-11-24 04:39:00,60.1 %H
2021-11-24 04:42:00,60.1 %H
2021-11-24 04:45:00,60.2 %H
2021-11-24 04:48:00,60.2 %H
2021-11-24 04:51:00,60.3 %H
2021-11-24 04:54:00,60.3 %H
2021-11-24 04:57:00,60.4 %H
2021-11-24 05:00:00,60.4 %H
2021-11-24 05:03:00,60.4 %H
2021-11-24 05:06:00,60.5 %H
2021-11-24 05:09:00,60.5 %H
2021-11-24 05:12:00,60.5 %H
2021-11-24 05:15:00,60.5 %H
2021-11-24 05:18:00,60.6 %H
2021-11-24 05:21:00,60.6 %H
2021-11-24 05:24:00,60.6 %H
2021-11-24 05:27:00,60.6 %H
2021-11-24 05:30:00,60.6 %H
2021-11-24 05:33:00,60.7 %H
2021-11-24 05:36:00,60.7 %H
2021-11-24 05:39:00,60.7 %H
2021-11-24 05:42:00,60.7 %H
2021-11-24 05:45:00,60.7 %H
2021-11-24 05:48:00,60.7 %H
2021-11-24 05:51:00,60.7 %H
2021-11-24 05:54:00,60.7 %H
2021-11-24 05:57:00,60.7 %H
2021-11-24 06:00:00,60.7 %H
2021-11-24 06:03:00,60.7 %H
2021-11-24 06:06:00,60.7 %H
2021-11-24 06:09:00,60.7 %H
2021-11-24 06:12:00,60.7 %H
2021-11-24 06:15:00,60.7 %H
2021-11-24 06:18:00,60.7 %H
2021-11-24 06:21:00,60.7 %H
2021-11-24 06:24:00,60.7 %H
2021-11-24 06:27:00,60.7 %H
2021-11-24 06:30:00,60.7 %H
2021-11-24 06:33:00,60.7 %H
2021-11-24 06:36:00,60.7 %H
2021-11-24 06:39:00,60.7 %H
2021-11-24 06:42:00,60.7 %H
2021-11-24 06:45:00,60.7 %H
2021-11-24 06:48:00,60.7 %H
2021-11-24 06:51:00,60.7 %H
2021-11-24 06:54:00,60.6 %H
2021-11-24 06:57:00,60.6 %H
2021-11-24 07:00:00,60.6 %H
2021-11-24 07:03:00,60.6 %H
2021-11-24 07:06:00,60.6 %H
2021-11-24 07:09:00,60.6 %H
2021-11-24 07:12:00,60.6 %H
2021-11-24 07:15:00,60.6 %H
2021-11-24 07:18:00,60.6 %H
2021-11-24 07:21:00,60.6 %H
2021-11-24 07:24:00,60.6 %H
2021-11-24 07:27:00,60.5 %H
2021-11-24 07:30:00,60.5 %H
2021-11-24 07:33:00,60.5 %H
2021-11-24 07:36:00,60.5 %H
2021-11-24 07:39:00,60.5 %H
2021-11-24 07:42:00,60.5 %H
2021-11-24 07:45:00,60.5 %H
2021-11-24 07:48:00,60.5 %H
2021-11-24 07:51:00,60.4 %H
2021-11-24 07:54:00,60.4 %H
2021-11-24 07:57:00,60.4 %H
2021-11-24 08:00:00,60.4 %H
2021-11-24 08:03:00,60.4 %H
2021-11-24 08:06:00,60.4 %H
2021-11-24 08:09:00,60.3 %H
2021-11-24 08:12:00,60.3 %H
2021-11-24 08:15:00,60.3 %H
2021-11-24 08:18:00,60.3 %H
2021-11-24 08:21:00,60.2 %H
2021-11-24 08:24:00,60.2 %H
2021-11-24 08:27:00,60.2 %H
2021-11-24 08:30:00,60.2 %H
2021-11-24 08:33:00,60.2 %H
2021-11-24 08:36:00,60.1 %H
2021-11-24 08:39:00,60.1 %H
2021-11-24 08:42:00,60.1 %H
2021-11-24 08:45:00,60.0 %H
2021-11-24 08:48:00,60.0 %H
2021-11-24 08:51:00,60.0 %H
2021-11-24 08:54:00,60.0 %H
2021-11-24 08:57:00,60.0 %H
2021-11-24 09:00:00,59.9 %H
2021-11-24 09:03:00,59.9 %H
2021-11-24 09:06:00,59.9 %H
2021-11-24 09:09:00,59.9 %H
2021-11-24 09:12:00,59.8 %H
2021-11-24 09:15:00,59.8 %H
2021-11-24 09:18:00,59.8 %H
2021-11-24 09:21:00,59.7 %H
2021-11-24 09:24:00,59.7 %H
2021-11-24 09:27:00,59.7 %H
2021-11-24 09:30:00,59.7 %H
2021-11-24 09:33:00,59.6 %H
2021-11-24 09:36:00,59.6 %H
2021-11-24 09:39:00,59.6 %H
2021-11-24 09:42:00,59.5 %H
2021-11-24 09:45:00,59.5 %H
2021-11-24 09:48:00,59.5 %H
2021-11-24 09:51:00,59.5 %H
2021-11-24 09:54:00,59.4 %H
2021-11-24 09:57:00,59.4 %H
2021-11-24 10:00:00,59.4 %H
2021-11-24 10:03:00,59.3 %H
2021-11-24 10:06:00,59.3 %H
2021-11-24 10:09:00,59.3 %H
2021-11-24 10:12:00,59.2 %H
2021-11-24 10:15:00,59.2 %H
2021-11-24 10:18:00,59.2 %H
2021-11-24 10:21:00,59.2 %H
2021-11-24 10:24:00,59.1 %H
2021-11-24 10:27:00,59.1 %H
2021-11-24 10:30:00,59.1 %H
2021-11-24 10:33:00,59.0 %H
2021-11-24 10:36:00,59.0 %H
2021-11-24 10:39:00,59.0 %H
2021-11-24 10:42:00,59.0 %H
2021-11-24 10:45:00,58.9 %H
2021-11-24 10:48:00,58.9 %H
2021-11-24 10:51:00,58.9 %H
2021-11-24 10:54:00,58.8 %H
2021-11-24 10:57:00,58.8 %H
2021-11-24 11:00:00,58.8 %H
2021-11-24 11:03:00,58.8 %H
2021-11-24 11:06:00,58.7 %H
2021-11-24 11:09:00,58.7 %H
2021-11-24 11:12:00,58.7 %H
2021-11-24 11:15:00,58.6 %H
2021-11-24 11:18:00,58.6 %H
2021-11-24 11:21:00,58.5 %H
2021-11-24 11:24:00,58.5 %H
2021-11-24 11:27:00,58.4 %H
2021-11-24 11:30:00,58.4 %H
2021-11-24 11:33:00,58.3 %H
2021-11-24 11:36:00,58.3 %H
2021-11-24 11:39:00,58.3 %H
2021-11-24 11:42:00,58.2 %H
2021-11-24 11:45:00,58.2 %H
2021-11-24 11:48:00,58.2 %H
2021-11-24 11:51:00,58.1 %H
2021-11-24 11:54:00,58.1 %H
2021-11-24 11:57:00,58.1 %H
2021-11-24 12:00:00,58.1 %H
2021-11-24 12:03:00,58.0 %H
2021-11-24 12:06:00,58.0 %H
2021-11-24 12:09:00,58.0 %H
2021-11-24 12:12:00,58.0 %H
2021-11-24 12:15:00,58.0 %H
2021-11-24 12:18:00,57.9 %H
2021-11-24 12:21:00,57.9 %H
2021-11-24 12:24:00,57.9 %H
2021-11-24 12:27:00,57.9 %H
2021-11-24 12:30:00,57.9 %H
2021-11-24 12:33:00,57.9 %H
2021-11-24 12:36:00,57.8 %H
2021-11-24 12:39:00,57.8 %H
2021-11-24 12:42:00,57.8 %H
2021-11-24 12:45:00,57.8 %H
2021-11-24 12:48:00,57.8 %H
2021-11-24 12:51:00,57.8 %H
2021-11-24 12:54:00,57.8 %H
2021-11-24 12:57:00,57.7 %H
2021-11-24 13:00:00,57.7 %H
2021-11-24 13:03:00,57.7 %H
2021-11-24 13:06:00,57.7 %H
2021-11-24 13:09:00,57.7 %H
2021-11-24 13:12:00,57.7 %H
2021-11-24 13:15:00,57.7 %H
2021-11-24 13:18:00,57.6 %H
2021-11-24 13:21:00,57.6 %H
2021-11-24 13:24:00,57.6 %H
2021-11-24 13:27:00,57.6 %H
2021-11-24 13:30:00,57.6 %H
2021-11-24 13:33:00,57.5 %H
2021-11-24 13:36:00,57.5 %H
2021-11-24 13:39:00,57.5 %H
2021-11-24 13:42:00,57.5 %H
2021-11-24 13:45:00,57.5 %H
2021-11-24 13:48:00,57.5 %H
2021-11-24 13:51:00,57.5 %H
2021-11-24 13:54:00,57.4 %H
2021-11-24 13:57:00,57.4 %H
2021-11-24 14:00:00,57.4 %H
2021-11-24 14:03:00,57.4 %H
2021-11-24 14:06:00,57.4 %H
2021-11-24 14:09:00,57.4 %H
2021-11-24 14:12:00,57.4 %H
2021-11-24 14:15:00,57.4 %H
2021-11-24 14:18:00,57.3 %H
2021-11-24 14:21:00,57.3 %H
2021-11-24 14:24:00,57.3 %H
2021-11-24 14:27:00,57.3 %H
2021-11-24 14:30:00,57.3 %H
2021-11-24 14:33:00,57.3 %H
2021-11-24 14:36:00,57.3 %H
2021-11-24 14:39:00,57.3 %H
2021-11-24 14:42:00,57.2 %H
2021-11-24 14:45:00,57.2 %H
2021-11-24 14:48:00,57.2 %H
2021-11-24 14:51:00,57.2 %H
2021-11-24 14:54:00,57.2 %H
2021-11-24 14:57:00,57.2 %H
2021-11-24 15:00:00,57.2 %H
2021-11-24 15:03:00,57.1 %H
2021-11-24 15:06:00,57.1 %H
2021-11-24 15:09:00,57.1 %H
2021-11-24 15:12:00,57.1 %H
2021-11-24 15:15:00,57.1 %H
2021-11-24 15:18:00,57.1 %H
2021-11-24 15:21:00,57.1 %H
2021-11-24 15:24:00,57.0 %H
2021-11-24 15:27:00,57.0 %H
2021-11-24 15:30:00,57.0 %H
2021-11-24 15:33:00,57.0 %H
2021-11-24 15:36:00,57.0 %H
2021-11-24 15:39:00,57.0 %H
2021-11-24 15:42:00,57.0 %H
2021-11-24 15:45:00,57.0 %H
2021-11-24 15:48:00,56.9 %H
2021-11-24 15:51:00,56.9 %H
2021-11-24 15:54:00,56.9 %H
2021-11-24 15:57:00,56.9 %H
2021-11-24 16:00:00,56.9 %H
2021-11-24 16:03:00,56.9 %H
2021-11-24 16:06:00,56.8 %H
2021-11-24 16:09:00,56.8 %H
2021-11-24 16:12:00,56.8 %H
2021-11-24 16:15:00,56.8 %H
2021-11-24 16:18:00,56.8 %H
2021-11-24 16:21:00,56.7 %H
2021-11-24 16:24:00,56.7 %H
2021-11-24 16:27:00,56.7 %H
2021-11-24 16:30:00,56.7 %H
2021-11-24 16:33:00,56.7 %H
2021-11-24 16:36:00,56.6 %H
2021-11-24 16:39:00,56.6 %H
2021-11-24 16:42:00,56.6 %H
2021-11-24 16:45:00,56.6 %H
2021-11-24 16:48:00,56.6 %H
2021-11-24 16:51:00,56.5 %H
2021-11-24 16:54:00,56.5 %H
2021-11-24 16:57:00,56.5 %H
2021-11-24 17:00:00,56.5 %H
2021-11-24 17:03:00,56.5 %H
2021-11-24 17:06:00,56.5 %H
2021-11-24 17:09:00,56.5 %H
2021-11-24 17:12:00,56.4 %H
2021-11-24 17:15:00,56.4 %H
2021-11-24 17:18:00,56.4 %H
2021-11-24 17:21:00,56.4 %H
2021-11-24 17:24:00,56.4 %H
2021-11-24 17:27:00,56.4 %H
2021-11-24 17:30:00,56.5 %H
2021-11-24 17:33:00,56.5 %H
2021-11-24 17:36:00,56.5 %H
2021-11-24 17:39:00,56.5 %H
2021-11-24 17:42:00,56.5 %H
2021-11-24 17:45:00,56.5 %H
2021-11-24 17:48:00,56.5 %H
2021-11-24 17:51:00,56.5 %H
2021-11-24 17:54:00,56.5 %H
2021-11-24 17:57:00,56.5 %H
2021-11-24 18:00:00,56.5 %H
2021-11-24 18:03:00,56.5 %H
2021-11-24 18:06:00,56.5 %H
2021-11-24 18:09:00,56.5 %H
2021-11-24 18:12:00,56.5 %H
2021-11-24 18:15:00,56.5 %H
2021-11-24 18:18:00,56.5 %H
2021-11-24 18:21:00,56.5 %H
2021-11-24 18:24:00,56.5 %H
2021-11-24 18:27:00,56.4 %H
2021-11-24 18:30:00,56.4 %H
2021-11-24 18:33:00,56.4 %H
2021-11-24 18:36:00,56.4 %H
2021-11-24 18:39:00,56.4 %H
2021-11-24 18:42:00,56.4 %H
2021-11-24 18:45:00,56.4 %H
2021-11-24 18:48:00,56.4 %H
2021-11-24 18:51:00,56.4 %H
2021-11-24 18:54:00,56.4 %H
2021-11-24 18:57:00,56.4 %H
2021-11-24 19:00:00,56.3 %H
2021-11-24 19:03:00,56.3 %H
2021-11-24 19:06:00,56.3 %H
2021-11-24 19:09:00,56.3 %H
2021-11-24 19:12:00,56.3 %H
2021-11-24 19:15:00,56.3 %H
2021-11-24 19:18:00,56.3 %H
2021-11-24 19:21:00,56.3 %H
2021-11-24 19:24:00,56.3 %H
2021-11-24 19:27:00,56.3 %H
2021-11-24 19:30:00,56.3 %H
2021-11-24 19:33:00,56.2 %H
2021-11-24 19:36:00,56.2 %H
2021-11-24 19:39:00,56.2 %H
2021-11-24 19:42:00,56.2 %H
2021-11-24 19:45:00,56.2 %H
2021-11-24 19:48:00,56.2 %H
2021-11-24 19:51:00,56.2 %H
2021-11-24 19:54:00,56.2 %H
2021-11-24 19:57:00,56.2 %H
2021-11-24 20:00:00,56.2 %H
2021-11-24 20:03:00,56.2 %H
2021-11-24 20:06:00,56.2 %H
2021-11-24 20:09:00,56.2 %H
2021-11-24 20:12:00,56.2 %H
2021-11-24 20:15:00,56.1 %H
2021-11-24 20:18:00,56.1 %H
2021-11-24 20:21:00,56.1 %H
2021-11-24 20:24:00,56.1 %H
2021-11-24 20:27:00,56.1 %H
2021-11-24 20:30:00,56.1 %H
2021-11-24 20:33:00,56.1 %H
2021-11-24 20:36:00,56.1 %H
2021-11-24 20:39:00,56.1 %H
2021-11-24 20:42:00,56.1 %H
2021-11-24 20:45:00,56.1 %H
2021-11-24 20:48:00,56.1 %H
2021-11-24 20:51:00,56.2 %H
2021-11-24 20:54:00,56.2 %H
2021-11-24 20:57:00,56.2 %H
2021-11-24 21:00:00,56.2 %H
2021-11-24 21:03:00,56.2 %H
2021-11-24 21:06:00,56.2 %H
2021-11-24 21:09:00,56.2 %H
2021-11-24 21:12:00,56.2 %H
2021-11-24 21:15:00,56.2 %H
2021-11-24 21:18:00,56.2 %H
2021-11-24 21:21:00,56.2 %H
2021-11-24 21:24:00,56.1 %H
2021-11-24 21:27:00,56.1 %H
2021-11-24 21:30:00,56.1 %H
2021-11-24 21:33:00,56.1 %H
2021-11-24 21:36:00,56.1 %H
2021-11-24 21:39:00,56.1 %H
2021-11-24 21:42:00,56.1 %H
2021-11-24 21:45:00,56.1 %H
2021-11-24 21:48:00,56.1 %H
2021-11-24 21:51:00,56.1 %H
2021-11-24 21:54:00,56.0 %H
2021-11-24 21:57:00,56.0 %H
2021-11-24 22:00:00,56.0 %H
2021-11-24 22:03:00,56.0 %H
2021-11-24 22:06:00,56.0 %H
2021-11-24 22:09:00,56.0 %H
2021-11-24 22:12:00,56.0 %H
2021-11-24 22:15:00,56.0 %H
2021-11-24 22:18:00,55.9 %H
2021-11-24 22:21:00,55.9 %H
2021-11-24 22:24:00,55.9 %H
2021-11-24 22:27:00,55.9 %H
2021-11-24 22:30:00,55.9 %H
2021-11-24 22:33:00,55.9 %H
2021-11-24 22:36:00,55.9 %H
2021-11-24 22:39:00,55.8 %H
2021-11-24 22:42:00,55.8 %H
2021-11-24 22:45:00,55.8 %H
2021-11-24 22:48:00,55.8 %H
2021-11-24 22:51:00,55.8 %H
2021-11-24 22:54:00,55.8 %H
2021-11-24 22:57:00,55.8 %H
2021-11-24 23:00:00,55.7 %H
2021-11-24 23:03:00,55.7 %H
2021-11-24 23:06:00,55.7 %H
2021-11-24 23:09:00,55.7 %H
2021-11-24 23:12:00,55.7 %H
2021-11-24 23:15:00,55.7 %H
2021-11-24 23:18:00,55.7 %H
2021-11-24 23:21:00,55.7 %H
2021-11-24 23:24:00,55.7 %H
2021-11-24 23:27:00,55.6 %H
2021-11-24 23:30:00,55.6 %H
2021-11-24 23:33:00,55.6 %H
2021-11-24 23:36:00,55.6 %H
2021-11-24 23:39:00,55.6 %H
